Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Status
br-licorice-300g,BR LICORICE 300G,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BRLICORICE300G.png?v=1708107178,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
biscuits-almond-150g,BISCUITS ALMOND 150G,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,6.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BISCUITSALMOND150G.png?v=1708106746,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
bask-co-bars,BASK & CO BARS,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BASK_COBARS.png?v=1708077330,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
bark-bites-mint,BARK BITES MINT,,VC Fruit Market,Grocery GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BARKBITESMINT.png?v=1708077244,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
bark-bites-goji-berries,BARK BITES GOJI BERRIES,,VC Fruit Market,Grocery GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BARKBITESGOJIBERRIES.png?v=1708077221,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
bark-bites-coconut-almond,BARK BITES COCONUT ALMOND,,VC Fruit Market,Grocery GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BARKBITESCOCONUTALMOND.png?v=1708077180,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
bark-bites-blueberry,BARK BITES BLUEBERRY,,VC Fruit Market,Grocery GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BARKBITESBLUEBERRY.png?v=1708077117,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
bakery-assorted-cookies,BAKERY ASSORTED COOKIES,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,9.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/BAKERYASSORTEDCOOKIES.png?v=1708022004,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
assorted-biscuits,ASSORTED BISCUITS,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,7.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/ASSORTEDBISCUITS.png?v=1707999034,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
aloe-500ml,ALOE 500ML,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,2.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/ALOE500ML.png?v=1707996826,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
aegean-sour-worms,AEGEAN SOUR WORMS,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/AEGEANSOURWORMS.png?v=1707996064,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
aegean-mango-slices,AEGEAN MANGO SLICES,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,8.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/AEGEANMANGOSLICES.png?v=1707934198,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
aegean-fiesta-mix,AEGEAN FIESTA MIX,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,8.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/3435.jpg?v=1707638437,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
aegean-apricot-slice,AEGEAN APRICOT SLICE,,VC Fruit Market,Grocery GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/AEGEANAPRICOTSLICE.png?v=1707844687,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
grocery-gst,GROCERY GST,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,0.0,,True,True,,,,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
yoghurt-orange-mango,YOGHURT ORANGE MANGO,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/istockphoto-1033270770-612x612_d7c80887-e78a-49db-961f-18cd92584dda.jpg?v=1707626058,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
yankee-ginger-beer,YANKEE GINGER BEER,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/Screenshot2024-02-11093946.png?v=1707624598,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
yakult-5pack,YAKULT 5PACK,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.79,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/5484243-zm.jpg?v=1704826807,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
yakult-10pack,YAKULT 10PACK,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,8.69,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/8133824-zm.jpg?v=1704826836,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
yaki-sushi-nori,YAKI SUSHI NORI,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/913jX_kpQxL.jpg?v=1704826956,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
whiting-fillets,WHITING FILLETS,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,14.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/wholey_seafood-whiting_fillets.jpg?v=1707624240,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
weet-bix,WEET BIX,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/71jrm3sl7VL.jpg?v=1707624142,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
water-12-pack,WATER 12 PACK,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/istockphoto-953651992-612x612.jpg?v=1707624109,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
water,WATER,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,1.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/845902.jpg?v=1707624004,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
wakey-wakey-dark-chocolate,WAKEY WAKEY DARK CHOCOLATE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/3684305805.jpg?v=1707623964,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
wafers-vanila,WAFERS VANILA,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/82928507-vanilla-wafer-biscuits-isolated-on-white-background.jpg?v=1707623860,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
wafers-strawberry,WAFERS STRAWBERRY,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/128879995-wafer-with-strawberry-cream-flavour.jpg?v=1707628230,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
wafers-nocciola,WAFERS NOCCIOLA,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/biscotti_wafers_nocciola_product-1.png?v=1707628288,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
wafers-coconut,WAFERS COCONUT,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/Screenshot2024-02-11104231.png?v=1707628360,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
wafers-cacao,WAFERS CACAO,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/sf-wafers.jpg?v=1707628467,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
vinegar,VINEGAR,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/VINEGAR.png?v=1708343023,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
vegeta-250g,VEGETA 250G,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/021724.jpg?v=1704827258,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
v-energy-drink-500ml,V ENERGY DRINK 500ML,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/28019365904414.jpg?v=1704827307,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
ujuget,UJUGET,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,,,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
twinings-tea-10pack,TWININGS TEA 10PACK,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/341770.jpg?v=1704827430,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
tomato-paste-650g,TOMATO PASTE 650G,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.49,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/TOMATOPASTE650G.png?v=1708342860,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
thai-jasmine-rice,THAI JASMINE RICE,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,17.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/THAIJASMINERICE.png?v=1708342806,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
tez-mustard-oil-946ml,TEZ MUSTARD OIL 946ML,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/TezMustardOil12x946ml_32OZ_800x1026_11ee7878-f461-414e-ad43-97220093ef90.webp?v=1704827693,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
tenuta-fragassi-pasta-sauce,TENUTA FRAGASSI PASTA SAUCE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/TENUTAFRAGASSIPASTASAUCE.png?v=1708342790,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
tata-salt-1kg,TATA SALT 1KG,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,2.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/61pPVRyfmgL.jpg?v=1704827728,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
tata-masala,TATA MASALA,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,2.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/TATAMASALA.png?v=1708342766,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
tapioca-starch-500g,TAPIOCA STARCH 500G,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/049119.jpg?v=1704827787,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
tandoori-naan-12pc,TANDOORI NAAN 12PC,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/TANDOORINAAN12PC.png?v=1708342478,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
tamarind-pulp,TAMARIND PULP,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.49,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/TAMARINDPULP.png?v=1708342469,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sweet-soy-sauce,SWEET SOY SAUCE,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SWEETSOYSAUCE.png?v=1708342440,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sweet-chilli-sauce,SWEET CHILLI SAUCE,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.49,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/Screenshot2024-02-11101021.png?v=1707626434,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
supermi-noodels,SUPERMI NOODELS,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/744986.jpg?v=1704827962,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
supa-orange,SUPA ORANGE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SUPAORANGE.png?v=1708342330,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
supa-mango,SUPA MANGO,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SUPAMANGO.png?v=1708342316,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
supa-juice,SUPA JUICE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SUPAJUICE.png?v=1708342297,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
supa-green-recharge,SUPA GREEN RECHARGE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SUPAGREENRECHARGE.png?v=1708342288,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
supa-berry-rf-fruit,SUPA BERRY& RF FRUIT,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SUPABERRY_RFFRUIT.png?v=1708342279,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
supa-apple,SUPA APPLE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SUPAAPPLE.png?v=1708342261,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
supa-2-for-5,SUPA 2 FOR 5,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,,,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
sunrice-sushi-rice-1kg,SUNRICE SUSHI RICE 1KG,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,6.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/76491AE5-52BF-4174-99E4-A641FEC2527B_1666x_72cda8eb-de80-41e1-aac2-c25884d1e516.webp?v=1704828022,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sunrice-sushi-rice,SUNRICE SUSHI RICE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/76491AE5-52BF-4174-99E4-A641FEC2527B_1666x_8228e390-d2a6-4ef0-b3f3-0b4498efb33c.webp?v=1704828033,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sunrice-med-grain,SUNRICE MED GRAIN,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/Sunrice-Medium-Grain-Calrose-Rice-1Kg_clipped_rev_1_1256x_64cb0dc1-d95d-406d-84b0-70914b771f5a.webp?v=1704828112,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sugar,SUGAR,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SUGAR.png?v=1708342203,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
stir-fry-sauce,STIR FRY SAUCE,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/STIRFRYSAUCE.png?v=1708342031,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
ssm-frozen-taro,SSM FROZEN TARO,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SSMFROZENTARO.png?v=1708342004,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
sriracha-hot-chilli,SRIRACHA HOT CHILLI,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,9.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SRIRACHAHOTCHILLI.png?v=1708341967,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sprite,SPRITE,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,2.0,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SPRITE.png?v=1708341758,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
spiceman-grinders,SPICEMAN GRINDERS,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,,,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
spiceman-crushed-ginger-350g,SPICEMAN CRUSHED GINGER 350G,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.49,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SPICEMANCRUSHEDGINGER350G.png?v=1708341735,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
spiceman-crushed-garlic-350g,SPICEMAN CRUSHED GARLIC 350G,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,4.49,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SPICEMANCRUSHEDGARLIC350G.png?v=1708341709,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
soft-drink-can,SOFT DRINK CAN,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SOFTDRINKCAN.png?v=1708341691,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
sofiko-plain-halva,SOFIKO PLAIN HALVA,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SOFIKOPLAINHALVA.png?v=1708341679,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
sofiko-honey-375g,SOFIKO HONEY 375G,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SOFIKOHONEY1KG_f0ba895f-59a8-4e7c-aaa9-bbe0add7e185.png?v=1708341657,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
sofiko-honey-1kg,SOFIKO HONEY 1KG,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,8.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SOFIKOHONEY1KG.png?v=1708341644,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sofiko-himalayan-salt-1kg,SOFIKO HIMALAYAN SALT 1KG,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,5.2,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SOFIKOHIMALAYANSALT1KG.png?v=1708341631,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sofiko-dill-gherkins,SOFIKO DILL GHERKINS,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SOFIKODILLGHERKINS.png?v=1708341613,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sipso-coconut-water-520ml,SIPSO COCONUT WATER 520ML,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SIPSOCOCONUTWATER520ML.png?v=1708341576,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
siegos-sourdough-wrap,SIEGOS SOURDOUGH WRAP,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,$5.50 ,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SIEGOSSOURDOUGHWRAP.png?v=1708341535,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
sev-medium,SEV MEDIUM,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SEVMEDIUM.png?v=1708331525,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
sesame-chikki,SESAME CHIKKI,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SESAMECHIKKI.png?v=1708331504,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
senza-spinach-gnocchi,SENZA SPINACH GNOCCHI,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,10.5,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SENZASPINACHGNOCCHI.png?v=1708331484,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
semolina-1kg,SEMOLINA 1KG,,VC Fruit Market,,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,3.99,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SEMOLINA1KG.png?v=1708331472,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
seaweed-sheets,SEAWEED SHEETS,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SEAWEEDSHEETS.png?v=1708331460,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
saurbhi-ladu-flour,SAURBHI LADU FLOUR,,VC Fruit Market,Grocery Non GST,,,True,Title,Default Title,,,,,'1,0.0,shopify,100.0,deny,manual,,,True,True,,https://cdn.shopify.com/s/files/1/0852/7367/4026/files/SAURBHILADUFLOUR.png?v=1708331362,1.0,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,draft
